               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,    metrics/fish_mAP,metrics/jellyfish_mAP, metrics/penguin_mAP,  metrics/puffin_mAP,   metrics/shark_mAP,metrics/starfish_mAP,metrics/stingray_mAP, metrics/fish_mAP_50,metrics/jellyfish_mAP_50,metrics/penguin_mAP_50,metrics/puffin_mAP_50,metrics/shark_mAP_50,metrics/starfish_mAP_50,metrics/stingray_mAP_50
                 339,            0.022445,           0.0039095,          0.00044488,             0.78827,             0.75986,             0.80358,             0.47804,            0.038559,           0.0050947,           0.0056315,           0.0006238,           0.0006238,           0.0006238,             0.47437,             0.54773,             0.35168,             0.27298,             0.50321,             0.62221,             0.57411,               0.838,             0.94111,             0.74203,             0.65942,             0.78539,             0.85072,             0.80841
                 340,            0.021647,           0.0036192,          0.00041289,             0.79877,             0.75025,             0.80454,             0.47736,             0.03855,           0.0050896,           0.0056548,           0.0006139,           0.0006139,           0.0006139,             0.47517,             0.55587,             0.36023,             0.27493,             0.49642,             0.59805,             0.58088,             0.83841,             0.94839,             0.73784,             0.66079,             0.78687,             0.84614,             0.81335
                 341,            0.021412,           0.0036526,          0.00051027,             0.80724,              0.7459,             0.80272,             0.47694,            0.038475,           0.0051064,           0.0057083,            0.000604,            0.000604,            0.000604,             0.47842,             0.55988,             0.34873,             0.26932,             0.49042,             0.61054,             0.58124,             0.83803,             0.94543,             0.74167,             0.65143,             0.78428,             0.84819,             0.80998
                 342,            0.021544,           0.0035988,          0.00041963,             0.81055,             0.74027,              0.8008,              0.4764,            0.038605,           0.0051176,           0.0057384,           0.0005941,           0.0005941,           0.0005941,              0.4771,             0.55533,             0.34641,             0.26138,             0.49851,               0.611,             0.58509,             0.83833,             0.94294,              0.7426,             0.63298,              0.7877,             0.85055,             0.81049
                 343,            0.022157,           0.0037793,          0.00040502,             0.82051,             0.72493,             0.80159,             0.47504,            0.038614,           0.0051212,           0.0057306,           0.0005842,           0.0005842,           0.0005842,             0.47669,              0.5483,             0.34415,             0.26455,             0.49357,             0.60889,             0.58911,             0.83903,             0.93439,             0.74022,             0.65374,             0.78764,             0.84852,              0.8076
                 344,             0.02194,           0.0036627,          0.00044248,             0.80571,             0.73956,             0.80449,             0.47758,            0.038462,           0.0051184,           0.0057679,           0.0005743,           0.0005743,           0.0005743,              0.4764,             0.55452,             0.35123,             0.27031,             0.49763,             0.60638,             0.58662,              0.8382,             0.94662,             0.74982,             0.65491,             0.78729,             0.84753,             0.80708
                 345,             0.02188,           0.0035722,          0.00045151,             0.79398,             0.75212,             0.80501,             0.47726,            0.038496,           0.0051086,           0.0057595,           0.0005644,           0.0005644,           0.0005644,             0.47829,             0.55387,             0.35694,             0.27414,             0.49827,             0.60741,             0.57189,             0.84083,              0.9473,              0.7563,             0.64904,             0.78693,             0.84824,             0.80647
                 346,            0.022473,           0.0039608,          0.00042245,              0.8036,             0.74757,             0.80586,             0.47913,            0.038466,           0.0051334,           0.0056354,           0.0005545,           0.0005545,           0.0005545,             0.47563,             0.54982,             0.35886,             0.27212,              0.4984,             0.62106,             0.57804,             0.84039,              0.9464,             0.76381,             0.65443,             0.78279,             0.85317,             0.80005
                 347,            0.022124,           0.0038886,          0.00040209,             0.82141,             0.72591,             0.80369,             0.48095,             0.03838,           0.0051241,           0.0056784,           0.0005446,           0.0005446,           0.0005446,             0.47704,             0.55688,             0.36566,             0.27814,             0.49364,              0.6145,             0.58078,             0.83975,             0.94551,             0.74577,             0.65834,              0.7828,             0.85329,             0.80038
                 348,            0.021915,           0.0037433,          0.00046413,             0.81291,             0.73094,             0.80276,             0.47133,            0.038458,           0.0051212,           0.0057809,           0.0005347,           0.0005347,           0.0005347,             0.47833,             0.55337,             0.35774,              0.2725,             0.48717,             0.58211,             0.56809,             0.84096,             0.94617,             0.74351,             0.65738,             0.77999,             0.85422,             0.79707
                 349,            0.022003,           0.0035844,          0.00046099,              0.8284,             0.71388,             0.80242,             0.47848,             0.03855,           0.0051208,           0.0058226,           0.0005248,           0.0005248,           0.0005248,             0.47638,             0.55407,             0.35685,              0.2792,             0.48197,             0.61957,             0.58129,             0.83873,             0.94768,             0.74493,             0.65628,              0.7795,             0.85185,               0.798
                 350,            0.022023,           0.0038411,          0.00038458,             0.83271,             0.71998,             0.80387,             0.47848,             0.03841,           0.0051123,           0.0058103,           0.0005149,           0.0005149,           0.0005149,             0.47712,             0.56444,             0.36065,             0.27389,             0.48142,             0.61239,             0.57946,             0.83955,             0.94885,             0.74556,             0.65739,             0.78171,             0.85212,             0.80191
                 351,            0.021715,            0.003711,          0.00041391,             0.82676,             0.72055,             0.80408,              0.4764,            0.038476,           0.0051178,           0.0058283,            0.000505,            0.000505,            0.000505,             0.47681,             0.55473,             0.35664,             0.28541,             0.47993,             0.60707,             0.57423,             0.83935,             0.94804,             0.74438,             0.65826,             0.78221,             0.85202,             0.80435
                 352,            0.022531,           0.0037544,          0.00049059,             0.80675,             0.73791,             0.80273,              0.4758,            0.038486,           0.0051157,           0.0058761,           0.0004951,           0.0004951,           0.0004951,             0.48035,             0.54941,             0.35236,             0.27357,             0.49114,             0.60456,             0.57917,             0.84017,             0.94064,             0.74574,             0.65565,             0.78491,             0.85047,              0.8015
