               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,    metrics/fish_mAP,metrics/jellyfish_mAP, metrics/penguin_mAP,  metrics/puffin_mAP,   metrics/shark_mAP,metrics/starfish_mAP,metrics/stingray_mAP, metrics/fish_mAP_50,metrics/jellyfish_mAP_50,metrics/penguin_mAP_50,metrics/puffin_mAP_50,metrics/shark_mAP_50,metrics/starfish_mAP_50,metrics/stingray_mAP_50
                  30,            0.044536,           0.0067723,           0.0049994,              0.7316,             0.65638,             0.68586,              0.3525,            0.045338,           0.0048368,           0.0068364,            0.009043,            0.009043,            0.009043,             0.40727,             0.21055,             0.23905,             0.18528,             0.39755,             0.52066,             0.50716,              0.7925,             0.61059,             0.59596,             0.48329,             0.71977,             0.79766,             0.80126
                  31,            0.044463,           0.0060267,           0.0050787,             0.79586,             0.70275,             0.74929,             0.38373,            0.042692,           0.0049194,            0.006417,             0.00901,             0.00901,             0.00901,             0.41852,             0.51211,             0.27278,             0.20911,             0.34194,             0.47342,             0.45827,             0.78964,              0.9105,              0.6833,             0.53463,             0.72232,             0.78503,             0.81959
                  32,            0.043388,           0.0067223,           0.0045794,             0.71706,              0.7011,             0.73062,             0.38295,            0.042858,            0.004907,           0.0061408,            0.008977,            0.008977,            0.008977,             0.38309,             0.48098,             0.28914,             0.23183,             0.33078,              0.4914,             0.47343,             0.77251,              0.8805,               0.696,             0.53894,             0.67057,             0.78676,             0.76902
                  33,            0.042576,            0.006265,           0.0046586,             0.78136,             0.63886,             0.71353,             0.36198,            0.043465,           0.0048586,           0.0072291,            0.008944,            0.008944,            0.008944,             0.40872,             0.50303,             0.24202,             0.18736,             0.35503,              0.4387,             0.39903,             0.77724,             0.87689,             0.67061,             0.47719,             0.67729,             0.72957,             0.78593
                  34,            0.043032,           0.0063667,           0.0044324,             0.75758,             0.68891,             0.73486,             0.37072,            0.043631,           0.0048361,           0.0069039,            0.008911,            0.008911,            0.008911,             0.39223,             0.36101,             0.22696,             0.21892,             0.40027,              0.5235,             0.47212,             0.79314,             0.87273,             0.62538,             0.52112,             0.69373,             0.82903,             0.80891
                  35,             0.04239,           0.0062501,            0.004431,             0.74675,               0.681,              0.7235,             0.37391,            0.042558,           0.0049837,           0.0072256,            0.008878,            0.008878,            0.008878,             0.36725,             0.48436,             0.28298,             0.20315,             0.39564,             0.45705,             0.42694,             0.76102,             0.92663,             0.68751,             0.50727,              0.6851,             0.75855,             0.73841
                  36,            0.041431,           0.0061725,           0.0043278,             0.71478,             0.68665,             0.71322,             0.37321,              0.0429,           0.0050396,           0.0067683,            0.008845,            0.008845,            0.008845,             0.40481,             0.39818,             0.24597,             0.19199,             0.40528,             0.50034,             0.46588,             0.75606,             0.87079,             0.63551,             0.51445,             0.71623,             0.74722,             0.75231
                  37,            0.041486,           0.0062427,           0.0040409,             0.75514,             0.65085,              0.7226,             0.36645,            0.043654,           0.0048758,           0.0064843,            0.008812,            0.008812,            0.008812,             0.39027,             0.51591,             0.27785,             0.17254,             0.39612,             0.37244,             0.44002,             0.76835,             0.92373,             0.66224,             0.46927,             0.74284,              0.7137,             0.77809
                  38,            0.042159,           0.0063124,           0.0039118,             0.74688,             0.69962,              0.7301,             0.37247,            0.043946,           0.0048445,           0.0062366,            0.008779,            0.008779,            0.008779,             0.37451,             0.45597,             0.26501,             0.19632,             0.35127,             0.46759,             0.49664,             0.76985,             0.92783,             0.65784,             0.50702,             0.67437,             0.81619,             0.75763
                  39,             0.04225,           0.0064597,            0.003925,              0.7508,             0.68629,             0.72023,             0.38616,            0.042687,           0.0048111,           0.0062113,            0.008746,            0.008746,            0.008746,             0.41201,              0.4955,             0.25277,              0.1732,             0.39652,             0.45499,              0.5181,             0.77272,             0.91514,             0.64234,              0.4637,             0.71845,             0.71988,             0.80937
                  40,            0.039051,           0.0060083,           0.0038833,             0.72471,             0.71235,             0.73299,             0.39936,            0.041719,            0.004771,           0.0067824,            0.008713,            0.008713,            0.008713,             0.41714,              0.5081,             0.30517,             0.18755,             0.40583,             0.47606,             0.49569,             0.78092,             0.91707,             0.69781,             0.52473,             0.72606,             0.70614,             0.77821
                  41,            0.039682,           0.0060155,           0.0037829,             0.74461,             0.71265,             0.74543,             0.39893,            0.041775,           0.0047703,           0.0069878,             0.00868,             0.00868,             0.00868,             0.40469,             0.45812,             0.29349,             0.22439,             0.41071,             0.50727,             0.49382,             0.78472,             0.90189,             0.67341,             0.56639,             0.73696,             0.80483,             0.74982
                  42,            0.040068,           0.0059173,           0.0040772,             0.75243,              0.6929,             0.73625,             0.40266,            0.040973,           0.0048847,           0.0065509,            0.008647,            0.008647,            0.008647,             0.41963,             0.53829,              0.2388,             0.22139,             0.41553,              0.4978,             0.48715,             0.77417,             0.92899,             0.58307,             0.52597,             0.72506,             0.82161,             0.79486
                  43,                0.04,           0.0062074,           0.0037317,             0.75697,             0.67994,             0.72925,             0.37188,            0.044265,           0.0048527,           0.0068823,            0.008614,            0.008614,            0.008614,             0.36365,             0.41591,             0.27794,             0.20237,             0.36679,             0.58481,             0.39169,             0.77266,             0.90608,             0.68079,             0.51346,             0.69315,             0.82647,             0.71215
                  44,            0.040302,           0.0059391,           0.0036455,             0.73306,             0.71685,             0.72631,             0.38967,            0.041459,           0.0048557,           0.0065068,            0.008581,            0.008581,            0.008581,             0.42062,             0.52858,              0.2742,              0.2012,             0.40864,             0.47075,             0.42367,             0.78335,             0.92128,             0.66217,             0.48731,              0.7137,              0.8003,             0.71608
                  45,            0.040419,           0.0059107,           0.0035977,             0.69976,             0.68591,             0.70245,             0.38184,            0.042343,            0.004966,           0.0073062,            0.008548,            0.008548,            0.008548,             0.40348,             0.46084,               0.258,             0.18885,             0.40917,              0.4658,             0.48673,             0.78039,             0.88867,             0.64298,             0.40384,              0.6822,             0.75264,             0.76644
                  46,            0.040328,           0.0063931,           0.0035426,             0.74154,              0.7302,             0.73794,             0.40274,            0.040499,           0.0048401,           0.0060335,            0.008515,            0.008515,            0.008515,             0.44013,              0.5557,             0.27247,             0.18271,             0.43565,             0.46349,             0.46906,             0.80277,             0.92604,             0.66446,             0.50867,             0.73921,             0.80226,              0.7222
                  47,            0.040764,           0.0062714,           0.0033442,             0.74048,             0.66976,             0.70028,             0.39394,            0.043054,           0.0049162,           0.0073882,            0.008482,            0.008482,            0.008482,             0.37245,             0.54313,              0.2429,             0.16073,             0.39854,             0.57854,             0.46127,             0.77327,             0.94825,             0.61944,             0.36375,             0.65956,             0.82541,             0.71223
                  48,            0.039858,           0.0060658,           0.0031523,             0.72212,             0.69119,             0.72124,             0.38066,            0.042346,           0.0048824,           0.0067253,            0.008449,            0.008449,            0.008449,             0.41666,              0.5302,             0.23917,             0.17484,             0.39183,             0.48879,             0.42313,             0.78311,             0.95118,             0.62391,             0.43561,             0.71872,             0.80548,             0.73063
                  49,            0.038319,           0.0057098,           0.0037051,             0.72362,              0.7387,             0.76099,             0.43305,              0.0407,           0.0047768,           0.0058678,            0.008416,            0.008416,            0.008416,             0.42751,             0.53077,             0.29674,             0.19125,             0.43572,             0.58271,             0.56667,             0.78843,             0.93443,             0.69152,             0.50175,             0.72211,             0.83571,             0.85295
                  50,            0.038402,           0.0060877,           0.0030365,              0.7575,             0.69465,             0.73759,              0.4105,            0.041308,           0.0047512,           0.0068611,            0.008383,            0.008383,            0.008383,             0.44046,             0.55461,             0.27312,             0.19372,              0.4263,             0.46564,             0.51965,             0.79931,             0.93215,             0.65491,             0.47503,             0.71019,             0.78384,             0.80768
                  51,            0.038146,           0.0059947,           0.0034631,             0.74521,             0.70662,             0.73793,             0.40647,            0.041827,           0.0047256,           0.0066171,             0.00835,             0.00835,             0.00835,             0.43376,             0.46127,             0.26447,             0.23429,             0.38012,             0.54354,             0.52786,             0.80397,             0.92711,             0.61438,             0.50882,               0.708,             0.80555,             0.79765
                  52,            0.038337,           0.0058375,           0.0033479,             0.80625,             0.66283,             0.71979,             0.39872,            0.041608,           0.0048677,           0.0066852,            0.008317,            0.008317,            0.008317,             0.42913,             0.53761,             0.28647,              0.1622,             0.35364,              0.4803,             0.54168,             0.79366,             0.91369,             0.65602,             0.45282,             0.63246,             0.78158,              0.8083
                  53,            0.037859,           0.0058075,           0.0030526,             0.79062,              0.6977,              0.7413,             0.41282,            0.040857,           0.0048054,           0.0059614,            0.008284,            0.008284,            0.008284,              0.4417,             0.53971,               0.305,             0.19484,             0.44222,             0.45768,              0.5086,             0.80939,             0.93452,             0.68549,             0.52434,             0.75838,             0.74585,             0.73112
                  54,            0.037158,           0.0056344,            0.002937,             0.79355,             0.69258,             0.73556,             0.40034,            0.042196,           0.0048132,           0.0059613,            0.008251,            0.008251,            0.008251,             0.40706,             0.54944,             0.28271,             0.18507,             0.38186,             0.43971,              0.5565,             0.79144,              0.9334,             0.64513,             0.46185,             0.71298,             0.78005,             0.82407
                  55,            0.039561,             0.00632,            0.003046,               0.756,             0.69813,             0.74501,             0.42208,            0.041228,           0.0048038,           0.0055989,            0.008218,            0.008218,            0.008218,             0.41056,             0.52347,             0.28085,             0.23605,             0.44348,              0.5314,             0.52873,             0.80125,             0.91906,             0.66874,             0.51071,             0.73351,             0.78712,             0.79466
                  56,             0.03929,           0.0057655,           0.0028081,             0.76768,             0.71484,             0.74565,             0.42796,            0.039883,           0.0048349,           0.0065686,            0.008185,            0.008185,            0.008185,             0.44682,             0.56128,             0.26643,             0.22643,             0.43042,             0.49797,              0.5664,             0.80991,             0.94498,             0.61366,             0.50877,               0.718,             0.77998,             0.84424
                  57,             0.03727,           0.0057123,           0.0027967,             0.74737,             0.70018,             0.74196,              0.4075,            0.041898,           0.0047358,            0.006784,            0.008152,            0.008152,            0.008152,              0.4404,             0.44004,             0.24126,             0.17991,             0.43973,             0.56363,              0.5475,             0.80565,             0.91968,             0.62259,             0.51341,             0.74599,               0.777,             0.80942
                  58,            0.038011,           0.0059255,           0.0028781,             0.75579,             0.69322,             0.72389,             0.40292,            0.041343,           0.0047495,           0.0068862,            0.008119,            0.008119,            0.008119,             0.41974,             0.54634,             0.29536,              0.1707,             0.43439,             0.52259,              0.4313,              0.7898,             0.93391,             0.65523,             0.42941,             0.74793,             0.73718,             0.77374
                  59,            0.036855,           0.0055132,           0.0027688,             0.81089,             0.69326,             0.74088,             0.42243,            0.040035,           0.0047672,           0.0069339,            0.008086,            0.008086,            0.008086,               0.438,             0.51174,             0.28585,              0.1901,              0.4627,             0.53565,             0.53295,              0.7919,             0.91858,             0.64989,             0.48781,             0.74188,             0.78163,             0.81446
                  60,            0.037353,           0.0053947,           0.0027431,             0.74738,             0.73068,             0.73878,             0.41049,            0.041391,            0.004755,           0.0068705,            0.008053,            0.008053,            0.008053,             0.43614,             0.56042,              0.2482,             0.18479,             0.40248,             0.50594,             0.53543,             0.79758,             0.93679,             0.65572,             0.47908,             0.72354,             0.77863,              0.8001
                  61,            0.036793,           0.0060605,           0.0027409,             0.72661,             0.74357,             0.75719,             0.41164,             0.04029,           0.0047876,           0.0066303,             0.00802,             0.00802,             0.00802,             0.44672,             0.48289,             0.29896,             0.19169,             0.43508,             0.51694,             0.50924,             0.80742,              0.9211,             0.67203,             0.51421,             0.75997,             0.80081,             0.82481
                  62,            0.035909,           0.0058742,           0.0027915,             0.79257,             0.70179,              0.7537,             0.41606,            0.040593,            0.004689,           0.0061987,            0.007987,            0.007987,            0.007987,             0.43273,             0.53751,             0.29378,             0.21354,             0.42206,             0.49828,             0.51453,             0.81552,             0.92302,             0.66915,             0.51514,             0.76302,             0.76576,             0.82429
                  63,            0.037667,            0.005623,           0.0024381,             0.75969,             0.69456,              0.7359,             0.40468,            0.041326,           0.0048342,           0.0066687,            0.007954,            0.007954,            0.007954,             0.44933,             0.43056,             0.29239,             0.19392,             0.44697,             0.49053,             0.52902,             0.80906,             0.90703,             0.66826,             0.47981,             0.75385,             0.73774,             0.79556
                  64,            0.037593,           0.0056756,           0.0023013,             0.76458,             0.71474,             0.74325,              0.4031,            0.040591,           0.0047928,           0.0063282,            0.007921,            0.007921,            0.007921,             0.43914,             0.51864,             0.29931,             0.21015,             0.37982,             0.48085,             0.49379,             0.81878,             0.93919,             0.64076,             0.51599,             0.75661,             0.74708,             0.78438
                  65,            0.036445,           0.0054191,           0.0025499,             0.82387,             0.71336,             0.75706,              0.4323,            0.039856,           0.0047314,           0.0065586,            0.007888,            0.007888,            0.007888,             0.43858,             0.57611,             0.28403,             0.22414,              0.5084,             0.47512,             0.51975,             0.81666,             0.95421,             0.65786,              0.5147,             0.79055,             0.75631,             0.80916
                  66,            0.036454,           0.0056294,           0.0025064,             0.81092,             0.70243,             0.74875,             0.41847,            0.040731,           0.0047218,           0.0061684,            0.007855,            0.007855,            0.007855,             0.44492,             0.55207,             0.26716,             0.18712,             0.43142,             0.51502,             0.53157,             0.81122,             0.94611,             0.64448,             0.45823,             0.78416,             0.76289,             0.83417
                  67,            0.036852,           0.0054073,           0.0025317,             0.76311,             0.72594,             0.75117,             0.41943,            0.040806,           0.0047701,           0.0063641,            0.007822,            0.007822,            0.007822,             0.43744,             0.49796,             0.26721,             0.22169,             0.47031,             0.55185,             0.48955,              0.7942,             0.94782,             0.67607,             0.53615,             0.75475,             0.76416,             0.78504
                  68,            0.035774,           0.0056325,           0.0025657,             0.78383,             0.68992,             0.75028,             0.42043,            0.041377,           0.0047594,           0.0061597,            0.007789,            0.007789,            0.007789,             0.43425,             0.56137,             0.29377,              0.1934,             0.41338,             0.51141,             0.53546,             0.79302,              0.9508,             0.68839,             0.46889,             0.75756,             0.79058,             0.80275
                  69,            0.036259,           0.0055723,           0.0023325,             0.74605,             0.73722,             0.75381,             0.41973,            0.040836,           0.0047798,           0.0063419,            0.007756,            0.007756,            0.007756,             0.42347,             0.47616,             0.28547,             0.24241,             0.45693,             0.50998,              0.5437,             0.77945,             0.92552,               0.679,             0.53904,              0.7481,             0.78357,             0.82202
                  70,            0.035653,           0.0054112,           0.0022945,             0.77511,             0.69644,             0.75567,             0.42171,            0.042073,           0.0047966,           0.0060779,            0.007723,            0.007723,            0.007723,             0.43111,             0.45195,             0.26548,             0.21672,             0.47706,             0.54626,             0.56336,             0.79909,             0.89144,             0.66962,             0.49971,             0.77889,             0.82957,             0.82141
                  71,            0.034781,           0.0053211,             0.00279,             0.71077,              0.7397,              0.7517,             0.41899,            0.041079,           0.0047976,           0.0059469,             0.00769,             0.00769,             0.00769,             0.42975,             0.45647,             0.27659,             0.23131,             0.46699,             0.54532,             0.52649,             0.79141,             0.92326,             0.67295,             0.52804,             0.77055,             0.80879,             0.76692
                  72,            0.035715,           0.0054707,           0.0024291,             0.74553,             0.74097,             0.75842,             0.42942,            0.039334,           0.0048044,           0.0055552,            0.007657,            0.007657,            0.007657,             0.45975,             0.55828,              0.2742,             0.23224,             0.45903,             0.50668,             0.51579,              0.8062,             0.94381,             0.63496,             0.55025,             0.77463,             0.77427,             0.82483
                  73,            0.035235,           0.0053081,           0.0021507,              0.7846,              0.7199,             0.75136,             0.40912,            0.041569,            0.004808,           0.0057625,            0.007624,            0.007624,            0.007624,             0.43334,             0.48052,             0.22192,             0.21145,             0.47568,             0.53078,             0.51013,             0.79112,              0.9449,             0.64087,             0.57125,             0.77855,             0.73519,             0.79765
                  74,            0.036121,           0.0053291,           0.0024585,             0.79189,             0.72871,             0.76317,             0.42791,            0.039935,           0.0047363,           0.0052162,            0.007591,            0.007591,            0.007591,             0.45251,             0.50616,             0.29566,             0.20139,               0.479,             0.48552,             0.57514,             0.81082,             0.95193,             0.69825,             0.49522,              0.7744,             0.76932,             0.84227
                  75,            0.036144,            0.005337,           0.0023925,               0.784,             0.72619,             0.75902,             0.41712,            0.041186,           0.0047178,           0.0057723,            0.007558,            0.007558,            0.007558,             0.44376,              0.4893,             0.23995,             0.18971,             0.47038,             0.51634,             0.57039,             0.81272,             0.93955,             0.63435,             0.54022,             0.77627,              0.7872,             0.82287
                  76,            0.035393,            0.005374,           0.0022557,             0.76302,             0.72046,             0.74712,             0.41488,            0.041237,           0.0048378,           0.0061902,            0.007525,            0.007525,            0.007525,              0.4392,             0.50079,             0.24245,               0.229,             0.46516,                0.52,              0.5076,              0.7891,             0.94006,             0.66322,             0.54694,             0.75259,             0.74709,             0.79087
                  77,             0.03605,           0.0054235,           0.0020399,             0.77907,             0.71906,             0.74743,             0.43346,            0.039795,           0.0048052,           0.0058955,            0.007492,            0.007492,            0.007492,             0.43997,             0.54193,             0.29332,             0.24042,             0.42568,             0.57377,              0.5191,             0.80168,             0.93412,             0.65845,             0.54603,             0.73531,             0.79773,              0.7587
                  78,            0.033875,           0.0052649,           0.0022133,              0.7937,             0.70817,             0.75198,             0.41744,            0.040454,           0.0047453,           0.0058441,            0.007459,            0.007459,            0.007459,             0.41821,             0.47563,             0.27575,             0.22222,              0.4459,             0.58489,             0.49949,             0.79824,              0.9152,             0.65562,             0.53411,             0.74574,             0.82041,             0.79455
