               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,    metrics/fish_mAP,metrics/jellyfish_mAP, metrics/penguin_mAP,  metrics/puffin_mAP,   metrics/shark_mAP,metrics/starfish_mAP,metrics/stingray_mAP, metrics/fish_mAP_50,metrics/jellyfish_mAP_50,metrics/penguin_mAP_50,metrics/puffin_mAP_50,metrics/shark_mAP_50,metrics/starfish_mAP_50,metrics/stingray_mAP_50
                  10,            0.053696,            0.059763,            0.020602,             0.30859,             0.49757,             0.44459,              0.1866,            0.052219,            0.046759,            0.017874,            0.009703,            0.009703,            0.009703,             0.26777,              0.3166,             0.19791,            0.091668,              0.2014,            0.093136,             0.13769,             0.65415,             0.81234,             0.52994,             0.22616,             0.48512,             0.15343,             0.25101
                  11,            0.052716,             0.06266,            0.019456,             0.49323,             0.49164,             0.42795,             0.17358,            0.051483,            0.047276,            0.017953,             0.00967,             0.00967,             0.00967,             0.30326,             0.29434,             0.10142,             0.06152,             0.14827,            0.090109,             0.21613,             0.72087,             0.82046,             0.33896,             0.21434,             0.38886,             0.13976,             0.37241
                  12,            0.051715,            0.058774,            0.018757,             0.74156,             0.43654,             0.49314,             0.21751,            0.049139,            0.047831,            0.016116,            0.009637,            0.009637,            0.009637,             0.33549,             0.41913,             0.22356,             0.11344,             0.21179,            0.067379,             0.15174,             0.74062,             0.88605,             0.61728,             0.30605,             0.48837,             0.12356,             0.29007
                  13,            0.051199,            0.057838,            0.016304,             0.54125,              0.5096,             0.49006,             0.20215,             0.05092,            0.046696,            0.014861,            0.009604,            0.009604,            0.009604,             0.34053,             0.23488,             0.21451,            0.095346,             0.25425,            0.095604,             0.17994,             0.75454,              0.6779,             0.62996,             0.31524,             0.54852,             0.17091,             0.33334
                  14,            0.050614,            0.061011,            0.016081,             0.41345,             0.52533,             0.51576,             0.24559,            0.049069,            0.046808,             0.01437,            0.009571,            0.009571,            0.009571,              0.3282,             0.43319,             0.21652,             0.10132,             0.34239,            0.072984,             0.22452,             0.74734,             0.89565,             0.57598,             0.29246,             0.58761,             0.13225,             0.37905
                  15,            0.050672,            0.060053,            0.013819,             0.51308,             0.52858,             0.54933,              0.2599,            0.047104,            0.046768,            0.013194,            0.009538,            0.009538,            0.009538,              0.3402,             0.40909,             0.24124,             0.16138,             0.31324,             0.11636,             0.23782,             0.75721,             0.89108,             0.64647,             0.41838,              0.5642,             0.18078,             0.38718
                  16,            0.048488,            0.052954,            0.013802,              0.6413,             0.50077,             0.50257,             0.24973,            0.049196,            0.048857,            0.014267,            0.009505,            0.009505,            0.009505,             0.27564,             0.52069,             0.13431,             0.17151,             0.29596,             0.10422,             0.24579,             0.65133,             0.90436,             0.36266,             0.36233,             0.61866,             0.18686,             0.43177
                  17,            0.046572,            0.057297,            0.012914,             0.75409,             0.50745,             0.57647,             0.27259,            0.049561,            0.046179,            0.012509,            0.009472,            0.009472,            0.009472,             0.31757,              0.4037,             0.16931,              0.1628,               0.329,             0.15918,             0.36653,             0.72262,               0.883,             0.47366,             0.43064,             0.62039,             0.25316,             0.65181
                  18,            0.047783,            0.062223,            0.012275,             0.63727,             0.55225,             0.59278,             0.30229,            0.046123,            0.048611,            0.013495,            0.009439,            0.009439,            0.009439,             0.36771,             0.51032,             0.23905,             0.14317,              0.2472,             0.20071,             0.40784,             0.76765,             0.91737,             0.59756,             0.39091,             0.47672,             0.34692,             0.65236
                  19,            0.046629,            0.057255,            0.011266,             0.65533,             0.63789,             0.64521,             0.30237,            0.046631,            0.046465,            0.011035,            0.009406,            0.009406,            0.009406,             0.38062,             0.49974,             0.21791,             0.14996,             0.30965,             0.26993,              0.2888,             0.79858,             0.91288,             0.55268,             0.44792,             0.66095,             0.45375,             0.68968
                  20,            0.047429,            0.058591,            0.010391,             0.72226,             0.60207,             0.67403,             0.35599,            0.045108,            0.046829,            0.011147,            0.009373,            0.009373,            0.009373,             0.37348,             0.50387,             0.27502,              0.1364,             0.38488,             0.34245,             0.47586,             0.75928,             0.91735,               0.654,             0.36368,             0.75455,             0.55494,             0.71439
                  21,            0.047423,            0.056697,           0.0099934,             0.62203,             0.61034,             0.59525,             0.28692,            0.050907,            0.047169,             0.01112,             0.00934,             0.00934,             0.00934,             0.33699,             0.28271,             0.14547,             0.13286,             0.31961,             0.39324,             0.39759,             0.76141,             0.74517,             0.46821,             0.36053,             0.61613,             0.55607,             0.65921
                  22,            0.047144,            0.055162,            0.010223,             0.76975,             0.60234,             0.67813,             0.35944,            0.045159,            0.046202,           0.0097142,            0.009307,            0.009307,            0.009307,             0.39487,             0.55845,             0.28707,             0.16714,             0.34649,             0.32254,             0.43952,             0.79392,              0.9508,             0.69471,             0.45015,             0.67362,             0.49523,             0.68851
                  23,            0.046573,            0.057653,           0.0089058,             0.76771,             0.61316,             0.69183,             0.34632,             0.04634,            0.046242,           0.0098186,            0.009274,            0.009274,            0.009274,             0.38929,             0.38689,             0.28374,             0.17477,              0.3432,              0.3461,             0.50022,             0.81349,             0.91179,             0.66694,             0.46213,             0.68423,             0.55383,             0.75042
                  24,             0.04545,            0.056209,           0.0085848,             0.75107,             0.63006,              0.6945,              0.3624,            0.045978,            0.047077,           0.0091327,            0.009241,            0.009241,            0.009241,             0.37147,             0.54423,             0.29703,             0.21286,             0.35544,             0.31627,             0.43952,             0.77459,             0.93654,              0.6696,             0.53291,             0.67974,             0.52893,              0.7392
                  25,            0.044895,            0.054831,           0.0090001,             0.72515,             0.63869,             0.67851,             0.33706,            0.046829,            0.047646,           0.0093483,            0.009208,            0.009208,            0.009208,             0.35288,              0.4455,             0.22482,              0.2134,             0.38921,             0.36588,             0.36773,             0.76401,             0.90202,             0.59994,             0.53598,             0.70329,             0.51413,              0.7302
                  26,            0.045174,            0.052974,           0.0082987,             0.73445,             0.63184,             0.67556,             0.36524,            0.044773,            0.048386,           0.0087636,            0.009175,            0.009175,            0.009175,             0.39416,             0.51717,                0.28,              0.1721,             0.39936,             0.37451,             0.41934,             0.77851,              0.8932,             0.63975,             0.37629,             0.72332,               0.619,             0.69886
                  27,            0.043848,            0.052371,           0.0080437,             0.77396,             0.66384,             0.72619,             0.34029,            0.046804,            0.046455,           0.0086734,            0.009142,            0.009142,            0.009142,             0.38071,             0.33242,             0.31555,             0.21331,             0.34528,             0.44744,             0.34728,             0.79369,             0.85968,             0.72071,             0.53882,             0.70634,             0.73136,             0.73269
                  28,            0.045238,            0.055431,           0.0068305,             0.75032,             0.66087,              0.7029,             0.36385,            0.045256,            0.046976,           0.0085052,            0.009109,            0.009109,            0.009109,             0.36489,             0.53992,             0.27417,             0.25049,             0.32521,             0.34622,             0.44603,             0.76215,              0.9366,             0.67273,             0.55315,             0.67247,             0.56745,             0.75571
                  29,            0.044544,            0.053946,           0.0072135,             0.78889,             0.63985,             0.71298,             0.32328,            0.046183,            0.047033,           0.0087385,            0.009076,            0.009076,            0.009076,             0.39491,             0.38479,             0.26159,             0.21802,              0.3703,             0.23626,             0.39706,              0.7984,             0.86236,             0.65998,              0.4846,             0.74024,             0.64909,             0.79619
                  30,            0.043696,            0.054995,           0.0066019,             0.74531,             0.66421,             0.72363,              0.3866,            0.044256,            0.048109,           0.0084388,            0.009043,            0.009043,            0.009043,             0.40358,             0.53045,             0.26086,             0.21383,             0.39075,             0.45286,             0.45383,             0.79099,             0.90883,             0.67703,             0.46467,             0.72422,             0.77584,             0.72384
                  31,            0.043539,            0.049405,           0.0068115,             0.77305,             0.67964,             0.72712,                0.34,            0.046635,             0.04674,           0.0079104,             0.00901,             0.00901,             0.00901,             0.39705,             0.30669,             0.27184,             0.23293,              0.3871,             0.38292,              0.4015,             0.81015,             0.81782,             0.67818,             0.53549,             0.71523,             0.76705,             0.76589
                  32,            0.043801,             0.05452,           0.0063598,             0.79735,             0.66621,             0.73011,             0.34689,            0.043913,            0.046797,             0.00813,            0.008977,            0.008977,            0.008977,             0.41467,             0.51599,             0.28161,             0.21626,             0.26637,             0.35725,             0.37606,             0.79166,             0.93415,             0.68735,             0.53027,             0.66263,             0.72419,             0.78055
                  33,            0.041707,            0.051198,           0.0064202,             0.77668,             0.66325,             0.73001,             0.37281,            0.045373,             0.04674,           0.0076612,            0.008944,            0.008944,            0.008944,             0.39513,              0.4631,              0.2393,             0.18388,             0.41241,             0.44029,             0.47559,             0.78417,             0.92222,             0.68366,             0.44301,             0.73377,             0.78098,             0.76223
                  34,            0.042567,             0.05164,           0.0056362,             0.82936,             0.66204,             0.74672,             0.40176,            0.043497,            0.047043,           0.0071676,            0.008911,            0.008911,            0.008911,             0.40751,             0.53955,              0.2869,             0.21461,             0.40448,             0.46259,             0.49666,             0.80674,             0.93675,             0.70304,             0.49626,              0.7179,             0.80073,             0.76562
                  35,             0.04133,            0.050598,           0.0055617,             0.82178,             0.69834,             0.75849,             0.39711,            0.044333,            0.047014,           0.0070517,            0.008878,            0.008878,            0.008878,             0.42812,             0.50223,             0.27848,              0.1978,             0.38422,             0.50021,             0.48871,             0.81348,              0.8949,             0.69374,             0.54727,             0.76255,             0.80972,             0.78775
                  36,            0.042078,            0.050124,           0.0058943,             0.80307,             0.68897,             0.73615,             0.40916,            0.042576,            0.047701,            0.007363,            0.008845,            0.008845,            0.008845,             0.42268,             0.52209,             0.33621,             0.22828,             0.41713,             0.44593,              0.4918,             0.79737,             0.90559,             0.71804,              0.5048,             0.72812,             0.70228,             0.79683
                  37,            0.041308,            0.051067,           0.0051559,             0.78604,              0.6719,             0.74462,             0.38503,            0.044055,            0.048306,           0.0078246,            0.008812,            0.008812,            0.008812,             0.39416,             0.55635,             0.27339,             0.17712,             0.40537,             0.43189,             0.45693,             0.78865,             0.92722,             0.67949,             0.51559,             0.73473,             0.76864,               0.798
                  38,             0.04188,            0.051603,           0.0049318,             0.77645,             0.67649,             0.73462,             0.38044,            0.043956,            0.047432,           0.0076904,            0.008779,            0.008779,            0.008779,               0.399,              0.5522,             0.30865,             0.20385,             0.34733,             0.37758,             0.47446,             0.78087,             0.94534,             0.70328,             0.45927,             0.68986,             0.75948,             0.80423
                  39,            0.041809,            0.053056,           0.0049181,             0.81823,              0.6525,             0.74167,             0.38894,            0.043859,            0.047482,            0.007602,            0.008746,            0.008746,            0.008746,             0.42012,             0.43956,             0.31263,             0.19425,             0.40718,             0.47071,             0.47812,             0.82199,             0.89696,             0.76125,             0.44111,             0.69408,             0.79474,             0.78158
                  40,            0.041428,            0.049759,            0.005395,             0.79642,             0.68749,             0.73734,             0.40565,             0.04252,            0.047344,           0.0074424,            0.008713,            0.008713,            0.008713,             0.43113,              0.5526,             0.28667,             0.20532,             0.38037,             0.51589,             0.46754,             0.81569,             0.95507,             0.69771,             0.50548,             0.68773,             0.78518,              0.7145
                  41,            0.040054,            0.049957,           0.0050433,             0.79817,             0.69938,             0.74668,             0.40032,            0.042996,            0.046478,           0.0079214,             0.00868,             0.00868,             0.00868,             0.41585,             0.49115,             0.29724,             0.19145,             0.40401,             0.47142,             0.53112,             0.82421,             0.93704,             0.68396,              0.4838,             0.71736,             0.77489,             0.80553
                  42,             0.04022,            0.048831,           0.0048022,             0.74705,             0.71601,             0.74761,             0.41669,            0.041701,            0.046658,           0.0072802,            0.008647,            0.008647,            0.008647,             0.44118,             0.51696,              0.2896,             0.24628,             0.43379,              0.5187,             0.47028,             0.80303,             0.90422,             0.64628,             0.55546,             0.74422,             0.78509,               0.795
                  43,            0.041137,            0.050332,           0.0046288,             0.77131,             0.68866,             0.74857,             0.39403,            0.043837,            0.047159,           0.0071071,            0.008614,            0.008614,            0.008614,              0.3981,             0.47369,             0.30521,             0.23081,             0.40312,             0.47849,              0.4688,             0.80956,             0.90048,             0.69849,             0.52047,             0.73492,             0.77681,             0.79927
                  44,            0.040245,            0.048831,           0.0047547,             0.80049,             0.69111,             0.74639,             0.40617,            0.043184,              0.0481,           0.0072001,            0.008581,            0.008581,            0.008581,             0.41142,              0.5532,             0.28698,             0.21808,             0.41332,             0.40511,             0.55512,             0.76924,              0.9339,             0.71538,             0.53002,             0.69817,             0.75726,             0.82078
                  45,             0.03997,            0.048403,           0.0043466,             0.77413,             0.71364,             0.74555,             0.39624,             0.04398,             0.04863,           0.0069027,            0.008548,            0.008548,            0.008548,             0.38274,              0.4455,             0.29769,             0.22376,             0.42793,              0.4866,             0.50949,             0.78275,             0.89364,             0.68933,             0.55464,             0.72914,             0.78577,             0.78357
                  46,            0.040099,            0.052579,           0.0041771,             0.79003,             0.73184,             0.77154,              0.4275,             0.04104,            0.047724,           0.0064309,            0.008515,            0.008515,            0.008515,             0.43395,             0.55272,             0.31445,             0.21572,             0.43591,             0.49109,             0.54864,             0.81075,             0.91998,              0.7139,             0.56751,             0.74715,             0.81816,             0.82335
                  47,            0.040592,            0.051899,           0.0040988,             0.78888,             0.70681,             0.75156,             0.41338,            0.043521,             0.04747,           0.0064998,            0.008482,            0.008482,            0.008482,             0.38641,             0.52152,             0.25997,              0.2158,             0.42705,              0.5683,             0.51464,             0.77448,             0.93877,             0.65904,             0.53919,             0.74508,             0.78205,             0.82231
                  48,             0.04022,            0.049989,           0.0037827,              0.7626,             0.72845,             0.74857,              0.4031,             0.04264,             0.04723,           0.0065045,            0.008449,            0.008449,            0.008449,             0.43668,             0.52994,             0.31336,             0.20867,              0.4121,             0.45307,             0.46787,             0.80627,             0.92833,              0.7479,             0.49566,             0.72578,             0.72361,             0.81242
                  49,             0.03901,            0.047196,           0.0043534,             0.81006,             0.67862,             0.74977,             0.41595,            0.042306,            0.048307,           0.0066525,            0.008416,            0.008416,            0.008416,             0.43747,             0.46718,             0.33632,             0.20628,             0.46493,             0.48107,              0.5184,             0.80732,             0.91018,             0.72546,             0.48598,             0.76771,             0.74015,             0.81158
                  50,            0.039184,            0.050399,           0.0036708,             0.79491,             0.69536,              0.7529,             0.41353,            0.041978,            0.048328,           0.0067528,            0.008383,            0.008383,            0.008383,             0.44281,              0.4949,             0.30723,             0.23817,             0.42208,             0.45368,             0.53584,             0.81755,              0.9175,             0.69889,             0.57418,             0.73516,             0.73758,             0.78941
                  51,            0.038264,            0.049144,           0.0038398,             0.80797,             0.68745,             0.75168,             0.39643,            0.044037,            0.047613,            0.006735,             0.00835,             0.00835,             0.00835,             0.42294,             0.40674,             0.34963,              0.2526,             0.42817,             0.43223,             0.48265,             0.80896,             0.88067,             0.72237,             0.57438,             0.76646,             0.73438,             0.77454
                  52,            0.039068,             0.04882,           0.0038325,             0.75607,               0.706,             0.72059,             0.38724,             0.04427,            0.049213,           0.0080077,            0.008317,            0.008317,            0.008317,             0.40207,             0.51938,             0.32728,             0.17462,             0.34932,             0.46258,             0.47546,             0.78831,             0.92831,             0.71779,             0.41172,             0.67209,             0.74964,             0.77625
                  53,            0.038664,            0.048442,           0.0038096,             0.81589,             0.70248,             0.76082,             0.41258,            0.043194,            0.046856,           0.0067266,            0.008284,            0.008284,            0.008284,             0.42263,               0.433,              0.3132,             0.21406,             0.44043,             0.51195,              0.5528,             0.80349,             0.91302,             0.70539,             0.53722,             0.74906,             0.78086,             0.83666
                  54,            0.039199,            0.046584,           0.0037768,             0.82395,             0.70938,              0.7639,             0.42847,            0.041971,            0.047255,           0.0068755,            0.008251,            0.008251,            0.008251,              0.4266,             0.55776,             0.32656,             0.17419,             0.43632,             0.49033,             0.58754,             0.80338,             0.95304,             0.70065,             0.45418,             0.79012,             0.80495,             0.84099
                  55,             0.03897,            0.052485,           0.0037081,             0.81436,                 0.7,             0.76028,             0.41596,            0.042889,            0.048866,           0.0070133,            0.008218,            0.008218,            0.008218,             0.42176,             0.45512,             0.28566,             0.23011,             0.46433,             0.48728,             0.56747,             0.81311,             0.91081,              0.6957,             0.53868,             0.77584,              0.7577,             0.83014
                  56,            0.039428,            0.048012,           0.0033751,             0.77643,             0.75501,             0.77256,             0.42968,            0.042306,            0.047615,           0.0064658,            0.008185,            0.008185,            0.008185,             0.43313,             0.54308,              0.3312,             0.22551,             0.45914,             0.45786,             0.55785,             0.80814,              0.9377,             0.71211,             0.55308,             0.76177,             0.76819,              0.8669
                  57,            0.038472,            0.047658,           0.0036205,             0.79412,             0.70556,             0.75316,             0.40575,            0.042743,            0.047508,           0.0062355,            0.008152,            0.008152,            0.008152,             0.43549,             0.44918,             0.28906,              0.2376,             0.42519,             0.53214,             0.47159,             0.81489,             0.91729,             0.70308,             0.57283,             0.69583,              0.7778,              0.7904
                  58,            0.038406,            0.048945,           0.0033085,             0.78427,              0.6954,             0.73803,              0.4128,            0.042633,            0.049171,            0.007157,            0.008119,            0.008119,            0.008119,             0.41477,              0.5528,             0.31214,             0.19577,             0.39156,             0.49604,             0.52649,             0.78494,             0.92714,             0.68571,             0.45659,             0.70182,             0.75784,             0.85217
                  59,            0.037594,             0.04571,           0.0032605,             0.78204,             0.69491,             0.73729,             0.41512,            0.041622,            0.047083,           0.0070577,            0.008086,            0.008086,            0.008086,             0.43471,             0.53106,             0.30788,               0.199,             0.40955,             0.48836,              0.5353,             0.81292,             0.92726,             0.66365,             0.50309,             0.72784,             0.75047,              0.7758
                  60,            0.038208,            0.045231,            0.003334,              0.7498,             0.71752,             0.73445,             0.41513,            0.041395,            0.046919,           0.0069262,            0.008053,            0.008053,            0.008053,             0.44662,             0.57095,             0.32043,             0.15657,             0.39064,             0.49846,             0.52223,             0.80803,             0.92871,             0.72255,             0.41725,             0.70035,             0.74081,             0.82348
                  61,            0.037052,            0.050413,           0.0032573,             0.78955,             0.70005,             0.74998,             0.39562,            0.042494,            0.049215,           0.0060036,             0.00802,             0.00802,             0.00802,             0.44611,             0.40922,              0.2932,             0.22691,             0.40818,             0.47936,             0.50635,             0.79878,             0.84606,             0.67468,             0.54701,             0.73273,             0.82004,             0.83054
                  62,            0.036669,            0.049267,           0.0030114,             0.79549,             0.69107,               0.749,             0.41517,            0.041459,            0.049442,           0.0059709,            0.007987,            0.007987,            0.007987,             0.42996,             0.54335,             0.30298,             0.22599,             0.41381,             0.46612,             0.52397,             0.79058,             0.90952,             0.70086,             0.53798,             0.72575,               0.788,             0.79034
                  63,            0.037155,            0.047294,           0.0030647,             0.80295,              0.6958,             0.74617,             0.42022,            0.042254,            0.049564,           0.0062685,            0.007954,            0.007954,            0.007954,             0.44325,             0.52685,              0.3369,             0.20473,             0.43317,             0.48454,             0.51209,             0.80051,             0.92051,             0.73884,             0.48569,              0.7351,             0.74919,             0.79337
                  64,            0.036814,            0.047147,           0.0030477,             0.79082,              0.7234,             0.75778,             0.42026,            0.041104,            0.047802,           0.0061562,            0.007921,            0.007921,            0.007921,             0.45458,             0.54871,             0.34626,             0.24483,             0.43197,             0.43879,              0.4767,             0.81813,             0.94065,             0.75508,             0.54022,             0.75436,             0.74644,              0.7496
                  65,            0.036577,            0.046012,           0.0030681,             0.80941,             0.69195,             0.74651,             0.41964,            0.041615,            0.047943,           0.0083493,            0.007888,            0.007888,            0.007888,             0.43612,             0.55172,             0.32911,             0.18309,              0.4445,             0.48433,             0.50863,             0.80328,             0.94645,             0.72451,             0.48604,             0.72697,             0.75038,             0.78792
                  66,            0.037388,            0.047594,           0.0030058,             0.79973,             0.70756,             0.75165,             0.40506,            0.040968,            0.047951,           0.0064364,            0.007855,            0.007855,            0.007855,             0.45404,             0.53707,             0.32889,             0.20822,              0.4342,             0.45972,             0.41328,             0.81366,             0.93225,             0.71739,             0.48267,             0.77441,             0.77679,             0.76437
                  67,            0.037386,            0.045278,           0.0029579,             0.80468,             0.71006,             0.76395,              0.4146,            0.041153,            0.047041,            0.006176,            0.007822,            0.007822,            0.007822,             0.46492,             0.46346,              0.2776,             0.22808,             0.45041,             0.52586,             0.49188,             0.83545,             0.91926,             0.69931,             0.58192,             0.76536,             0.77119,             0.77516
                  68,            0.036776,            0.047169,           0.0026919,             0.77084,              0.7166,              0.7567,             0.42642,             0.04145,            0.047653,            0.005783,            0.007789,            0.007789,            0.007789,             0.44966,             0.54742,             0.31747,             0.22517,             0.43554,              0.4765,             0.53318,             0.82104,             0.93034,             0.71962,              0.5099,             0.76822,             0.73683,             0.81095
                  69,            0.036473,            0.046709,           0.0026767,             0.76623,             0.74174,             0.76898,             0.42867,            0.041649,            0.047169,           0.0057857,            0.007756,            0.007756,            0.007756,             0.43432,             0.48273,             0.31922,             0.23109,             0.45651,              0.5122,             0.56461,             0.82624,             0.91402,             0.73648,             0.56679,             0.77623,             0.75933,             0.80373
                  70,            0.036065,            0.044621,             0.00257,             0.73505,             0.69977,             0.75051,             0.39785,            0.042441,            0.047934,           0.0068895,            0.007723,            0.007723,            0.007723,             0.45363,             0.41187,             0.31349,             0.20544,             0.40436,             0.49605,             0.50008,              0.8111,             0.90189,             0.69434,             0.52145,             0.74659,             0.76131,             0.81689
                  71,            0.035948,            0.044054,           0.0029809,              0.8101,              0.7228,             0.76954,             0.42659,            0.041734,            0.047623,           0.0060016,             0.00769,             0.00769,             0.00769,             0.45317,             0.45246,             0.33353,             0.23089,             0.44934,             0.51935,             0.54735,             0.82211,              0.9116,             0.71224,             0.57247,             0.77075,             0.79066,             0.80696
                  72,            0.036331,            0.046364,           0.0027833,             0.76522,             0.71109,             0.74381,             0.41802,            0.040928,            0.048176,           0.0068671,            0.007657,            0.007657,            0.007657,              0.4457,              0.5335,             0.32292,             0.22224,             0.41564,              0.5233,             0.46284,             0.81561,             0.91358,             0.71441,             0.48193,             0.73466,             0.75591,             0.79056
                  73,            0.035628,            0.044702,           0.0025972,             0.76882,             0.70262,             0.75375,             0.41867,            0.042387,            0.047863,           0.0064079,            0.007624,            0.007624,            0.007624,             0.45342,              0.4583,             0.28229,             0.20147,             0.44893,             0.53152,             0.55478,             0.83091,             0.91014,             0.70649,             0.51552,             0.73962,             0.78297,             0.79059
                  74,            0.036269,             0.04456,           0.0026864,             0.78386,             0.73014,             0.77171,             0.43407,            0.040857,            0.046667,           0.0054766,            0.007591,            0.007591,            0.007591,             0.45424,             0.54478,             0.36871,             0.22351,             0.42055,             0.44376,             0.58294,             0.84007,             0.92624,             0.76528,             0.47181,             0.76236,             0.82093,             0.81527
                  75,            0.036254,            0.044709,           0.0028732,             0.82573,             0.67834,             0.76247,             0.43771,            0.041917,            0.048149,           0.0060424,            0.007558,            0.007558,            0.007558,              0.4447,             0.50324,             0.31494,             0.22085,             0.45224,             0.57351,             0.55446,             0.82244,             0.92365,             0.70727,             0.56022,             0.72308,             0.81213,              0.7885
                  76,            0.036125,            0.045546,           0.0027914,             0.77421,             0.73609,             0.76645,             0.43033,            0.041695,            0.048437,           0.0064109,            0.007525,            0.007525,            0.007525,             0.43868,             0.55304,             0.33054,             0.25107,             0.37787,             0.52223,             0.53885,             0.80994,             0.93379,             0.71966,             0.57386,             0.71456,             0.80338,             0.80992
                  77,            0.035453,            0.045587,           0.0024927,             0.75874,             0.72473,             0.75505,             0.41532,            0.042245,            0.048161,           0.0066861,            0.007492,            0.007492,            0.007492,             0.43446,             0.49277,             0.31551,             0.23626,             0.38614,             0.49727,             0.54483,              0.8289,             0.90174,             0.72023,             0.56495,              0.7198,             0.76222,             0.78752
                  78,            0.035019,            0.043851,           0.0025901,             0.77483,             0.73527,             0.75296,             0.42423,            0.040285,            0.048855,           0.0068122,            0.007459,            0.007459,            0.007459,             0.45513,             0.55831,             0.34974,             0.23485,             0.39501,             0.47085,             0.50575,             0.81091,             0.95054,             0.75573,              0.5296,             0.69311,              0.7676,              0.7632
